AD_ID,feature
196391258,Rear View Camera
196391258,Roof Rack
196391258,Sunroof
196391258,Touch Screen
196391258,USB Charger
196503633,ABS
196503633,Air Conditioning
196503633,Airbags
196503633,AM/FM Radio
196503633,Aux Audio In
196503633,Bluetooth System
196503633,Cruise Control
196503633,Keyless Start
196503633,Parking Sensors
196503633,Power Mirrors
196503633,Power Windows
196503633,Rear View Camera
196503633,Touch Screen
196503633,USB Charger
196339235,ABS
196339235,Air Conditioning
196339235,Airbags
196339235,Alarm/Anti-Theft System
196339235,AM/FM Radio
196339235,Aux Audio In
196339235,Bluetooth System
196339235,Cruise Control
196339235,EBD
196339235,Fog Lights
196339235,Keyless Start
196339235,Leather Seats
196339235,Navigation System
196339235,Off-Road Tyres
196339235,Parking Sensors
196339235,Power Locks
196339235,Power Mirrors
196339235,Power Seats
196339235,Power Steering
196339235,Power Windows
196339235,Premium Wheels/Rims
196339235,Rear View Camera
196339235,Roof Rack
196339235,Sunroof
196339235,Touch Screen
196339235,USB Charger
196477230,ABS
196477230,Air Conditioning
196477230,Airbags
196477230,Alarm/Anti-Theft System
196477230,AM/FM Radio
196477230,Aux Audio In
196477230,Bluetooth System
196477230,Cruise Control
196477230,EBD
196477230,Fog Lights
196477230,Keyless Start
196477230,Leather Seats
196477230,Navigation System
196477230,Off-Road Tyres
196477230,Parking Sensors
196477230,Power Locks
196477230,Power Mirrors
196477230,Power Seats
196477230,Power Steering
196477230,Power Windows
196477230,Premium Wheels/Rims
196477230,Rear View Camera
196477230,Roof Rack
196477230,Sunroof
196477230,Touch Screen
196477230,USB Charger
196539364,ABS
196539364,Air Conditioning
196539364,Alarm/Anti-Theft System
196539364,AM/FM Radio
196539364,Aux Audio In
196539364,Bluetooth System
196539364,Cruise Control
196539364,EBD
196539364,Fog Lights
196539364,Keyless Start
196539364,Leather Seats
196539364,Navigation System
196539364,Off-Road Tyres
196539364,Parking Sensors
196539364,Power Locks
196539364,Power Mirrors
196539364,Power Seats
196539364,Power Steering
196539364,Power Windows
196539364,Premium Wheels/Rims
196539364,Rear View Camera
196539364,Roof Rack
196539364,Sunroof
196539364,Touch Screen
196539364,USB Charger
196446441,ABS
196446441,Air Conditioning
196446441,Airbags
196446441,Alarm/Anti-Theft System
196446441,AM/FM Radio
196446441,Aux Audio In
196446441,EBD
196446441,Fog Lights
196446441,Keyless Start
196446441,Power Locks
196446441,Power Mirrors
196446441,Power Seats
196446441,Power Steering
196446441,Power Windows
196446441,USB Charger
177516218,ABS
177516218,Air Conditioning
177516218,Airbags
177516218,Alarm/Anti-Theft System
177516218,AM/FM Radio
177516218,Aux Audio In
177516218,Bluetooth System
177516218,Cruise Control
177516218,EBD
177516218,Fog Lights
177516218,Navigation System
177516218,Off-Road Tyres
177516218,Parking Sensors
177516218,Power Locks
177516218,Power Mirrors
177516218,Power Steering
177516218,Power Windows
177516218,USB Charger
196559501,ABS
196559501,Air Conditioning
196559501,Airbags
196559501,AM/FM Radio
196559501,Bluetooth System
196559501,Cruise Control
196559501,Keyless Start
196559501,Leather Seats
196559501,Navigation System
196559501,Parking Sensors
196559501,Power Locks
196559501,Power Mirrors
196559501,Power Windows
196559501,Premium Wheels/Rims
196559501,Touch Screen
196559501,USB Charger
196559497,ABS
196559497,Air Conditioning
196559497,Airbags
196559497,Alarm/Anti-Theft System
196559497,AM/FM Radio
196559497,Aux Audio In
196559497,Cruise Control
196559497,EBD
196559497,Fog Lights
196559497,Parking Sensors
196559497,Power Locks
196559497,Power Seats
196559497,Premium Wheels/Rims
196559497,Roof Rack
196559497,Sunroof
196559497,USB Charger
196559443,ABS
196559443,Air Conditioning
196559443,Airbags
196559443,Alarm/Anti-Theft System
196559443,Bluetooth System
196559443,Cruise Control
196559443,EBD
196559443,Fog Lights
196559443,Keyless Start
196559443,Leather Seats
196559443,Off-Road Tyres
196559443,Parking Sensors
196559443,Power Locks
196559443,Power Mirrors
196559443,Power Seats
196559443,Power Steering
196559443,Power Windows
196559443,Premium Wheels/Rims
196559443,Sunroof
196559443,USB Charger
196542449,ABS
196542449,Air Conditioning
196542449,Airbags
196542449,Alarm/Anti-Theft System
196542449,AM/FM Radio
196542449,Aux Audio In
196542449,Bluetooth System
196542449,Cruise Control
196542449,EBD
196542449,Fog Lights
196542449,Leather Seats
196542449,Power Locks
196542449,Power Mirrors
196542449,Power Seats
196542449,Power Steering
196542449,Power Windows
196542449,USB Charger
196559405,ABS
196559405,Air Conditioning
196559405,Airbags
196559405,AM/FM Radio
196559405,Bluetooth System
196559405,Power Mirrors
196559405,Power Seats
196559384,ABS
196559384,Air Conditioning
196559384,Airbags
196559384,Alarm/Anti-Theft System
196559384,AM/FM Radio
196559384,Aux Audio In
196559384,Bluetooth System
196559384,Cruise Control
196559384,EBD
196559384,Fog Lights
196559384,Navigation System
196559384,Off-Road Tyres
196559384,Parking Sensors
196559384,Power Locks
196559384,Power Mirrors
196559384,Power Steering
196559384,Power Windows
196559384,Premium Wheels/Rims
196559384,Rear View Camera
196559384,Touch Screen
196559384,USB Charger
196558861,ABS
196558861,Air Conditioning
196558861,Airbags
196558861,Alarm/Anti-Theft System
196558861,AM/FM Radio
196558861,Aux Audio In
196558861,Bluetooth System
196558861,Cruise Control
196558861,EBD
196558861,Fog Lights
196558861,Keyless Start
196558861,Leather Seats
196558861,Navigation System
196558861,Off-Road Tyres
196558861,Parking Sensors
196558861,Power Locks
196558861,Power Mirrors
196558861,Power Seats
196558861,Power Steering
196558861,Power Windows
196558861,Premium Wheels/Rims
196558861,Rear View Camera
196558861,Roof Rack
196558861,Touch Screen
196558861,USB Charger
196529756,ABS
196529756,Air Conditioning
196529756,Airbags
196529756,AM/FM Radio
196529756,Aux Audio In
196529756,Bluetooth System
196529756,Cruise Control
196529756,EBD
196529756,Fog Lights
196529756,Leather Seats
196529756,Off-Road Tyres
196529756,Parking Sensors
196529756,Power Mirrors
196529756,Power Windows
196529733,ABS
196529733,Air Conditioning
196529733,Airbags
196529733,Alarm/Anti-Theft System
196529733,AM/FM Radio
196529733,Aux Audio In
196529733,Bluetooth System
196529733,Cruise Control
196529733,EBD
196529733,Fog Lights
196529733,Keyless Start
196529733,Navigation System
196529733,Off-Road Tyres
196529733,Parking Sensors
196529733,Power Locks
196529733,Power Mirrors
196529733,Power Steering
196529733,Power Windows
196529733,Premium Wheels/Rims
196529733,Rear View Camera
196529733,Roof Rack
196529733,Sunroof
196529733,Touch Screen
196529733,USB Charger
196503344,ABS
196503344,Air Conditioning
196503344,Airbags
196503344,Alarm/Anti-Theft System
196503344,AM/FM Radio
196503344,Aux Audio In
196503344,Bluetooth System
196503344,Cruise Control
196503344,EBD
196503344,Fog Lights
196503344,Keyless Start
196503344,Leather Seats
196503344,Navigation System
196503344,Off-Road Tyres
196503344,Parking Sensors
196503344,Power Locks
196503344,Power Mirrors
196503344,Power Windows
196503344,Premium Wheels/Rims
196503344,Rear View Camera
196503344,Touch Screen
196503344,USB Charger
196299162,ABS
196299162,Air Conditioning
196299162,Airbags
196299162,Alarm/Anti-Theft System
196299162,AM/FM Radio
196299162,Aux Audio In
196299162,Bluetooth System
196299162,Cruise Control
196299162,EBD
196299162,Fog Lights
196299162,Keyless Start
196299162,Leather Seats
196299162,Navigation System
196299162,Off-Road Tyres
196299162,Parking Sensors
196299162,Power Locks
196299162,Power Mirrors
196299162,Power Seats
196299162,Power Steering
196299162,Power Windows
196299162,Premium Wheels/Rims
196299162,Rear View Camera
196299162,Roof Rack
196299162,Sunroof
196299162,Touch Screen
196299162,USB Charger
